L,d,J,Jprop,NX,NY,rR_random,rH_random,rR_hosthost,rH_phagephage,rH_phagehost,rH_3body,GenePersisentTime,mean_establish_size,persTimeHost,persTimePhage,gapTimeHost,gapTimePhage,theta_GH,theta_GP,theta_gH,theta_gP,constraint,soft_threshold
40,2,0.01,1.0,1000000,1.0e6,5.0e-5,5.0e-5,0.0,0.0,0.0,0.0,200000,10527.4133946193,1033.577713157614,970.3377869533604,1007.113616757427,1018.8746786295188,9819.86558742351,12267.38628246983,9834.18109771145,12235.31896181024,hard,5.0
40,2,0.01,1.0,1000000,5.0e6,5.0e-5,5.0e-5,0.0,0.0,0.0,0.0,200000,2375.300886120372,1002.9675195879678,1649.5802041293794,656.5942083448466,549.0344781682641,5397.4743517193665,31131.924742474406,5584.706816042201,29783.913557032145,hard,5.0
40,2,0.01,1.0,1000000,3.0e6,0.0001,0.0001,0.0,0.0,0.0,0.0,200000,1706.0069701402633,1607.604206324027,2925.5051630668618,390.08405460276754,282.64451689130055,3184.106551899186,10369.913651640525,3136.954256121428,9816.335533319865,hard,5.0
40,2,0.01,1.0,1000000,1.0e6,0.0005,0.0005,0.0,0.0,0.0,0.0,200000,1523.2399556048836,21949.856286228263,23814.087236403997,33.675496688741724,34.62409638554217,1045.3452476392956,1068.1678382536106,986.834914643017,1011.1926913906916,hard,5.0
40,2,0.01,1.0,1000000,9.0e6,0.0005,0.0005,0.0,0.0,0.0,0.0,200000,0,53658.36842105263,0,28.61,0,566.4333580016715,5143.820791388604,535.9270806931471,4872.8402364984395,hard,5.0
40,2,0.01,1.0,1000000,8.0e6,0.001,0.001,0.0,0.0,0.0,0.0,200000,0,0,0,0,0,286.23099672672805,2272.8556818213474,275.1983981998821,2186.788856813814,hard,5.0
40,2,0.01,1.0,1000000,7.0e6,0.0,0.0,5.0e-5,0.0,5.0e-5,0.0,200000,1846.3478747566514,971.3474078851009,1880.2630229879464,684.5349083332414,555.7381245789586,5555.843420511743,45336.883680425046,5678.646671498652,42791.262768392095,hard,5.0
40,2,0.01,1.0,1000000,3.0e6,0.0,0.0,0.0001,0.0,0.0001,0.0,200000,1904.088008337843,1552.0298201654791,2666.2157974906804,417.8600585396725,322.4457384859714,3340.9231439504947,10957.42594986438,3156.066588657112,10142.409259877302,hard,5.0
40,2,0.01,1.0,1000000,1.0e6,0.0,0.0,0.0005,0.0,0.0005,0.0,200000,1469.5046405319297,15809.377975444751,17000.59814378723,49.860733129686196,41.41264171455195,1123.5699916834333,1151.4122334899198,1342.2345287746173,1467.6353184068623,hard,5.0
40,2,0.01,1.0,1000000,9.0e6,0.0,0.0,0.0005,0.0,0.0005,0.0,200000,0,46163.395432692305,0,38.78552971576227,0,607.9188800668039,5532.7862279909,774.2355052602417,7526.324723937693,hard,5.0
40,2,0.01,1.0,1000000,8.0e6,0.0,0.0,0.001,0.0,0.001,0.0,200000,0,0,0,0,0,319.6078241371611,2557.798330919042,626.4740089041858,5470.060557949306,hard,5.0
40,2,0.01,1.0,1000000,2.0e6,5.0e-5,5.0e-5,0.0,0.0,0.0,0.0,200000,6437.81974222636,991.6255795179334,1131.9801771559487,767.326230652857,733.9102457850402,6991.4179520998505,16416.78982281809,7155.436178011494,16095.981502009061,hard,5.0
40,2,0.01,1.0,1000000,7.0e6,5.0e-5,5.0e-5,0.0,0.0,0.0,0.0,200000,1414.4053910934217,1013.885174990169,2085.4337398790612,638.5983716728363,471.47484505384165,5154.010732343775,41608.748629706395,5421.96957231445,40309.25103428991,hard,5.0
40,2,0.01,1.0,1000000,5.0e6,0.0001,0.0001,0.0,0.0,0.0,0.0,200000,763.4002147425424,1754.692464502612,6515.864618831987,372.6537883450951,161.26021026113077,2867.8859263923105,15519.85134340015,2822.510279683836,14655.052003205903,hard,5.0
40,2,0.01,1.0,1000000,3.0e6,0.0005,0.0005,0.0,0.0,0.0,0.0,200000,0,43107.43062692703,0,32.3010101010101,0,683.131365804089,2075.7804917806043,646.0197277150628,1959.436215970724,hard,5.0
40,2,0.01,1.0,1000000,1.0e6,0.001,0.001,0.0,0.0,0.0,0.0,200000,0,0,0,0,0,517.8179024321976,523.1300016485552,491.72478202070585,499.6023678619037,hard,5.0
40,2,0.01,1.0,1000000,6.0e6,0.001,0.001,0.0,0.0,0.0,0.0,200000,0,0,0,0,0,297.13844479297387,1771.3704797841117,289.3373501835879,1725.776962615073,hard,5.0
40,2,0.01,1.0,1000000,1.0e6,0.0,0.0,0.0001,0.0,0.0001,0.0,200000,5594.501884834861,1258.3425332446031,1233.3309009164793,526.7154572125411,529.9586459605654,5202.171970807037,5764.026988107207,5065.600037737058,5687.305174798873,hard,5.0
40,2,0.01,1.0,1000000,8.0e6,0.0,0.0,0.0001,0.0,0.0001,0.0,200000,428.1896572459411,1740.5678664847037,15059.380517137703,392.5226122707147,93.14293297942933,2874.3460473915793,24988.184053664158,2696.92846693371,22775.583709623552,hard,5.0
40,2,0.01,1.0,1000000,6.0e6,0.0,0.0,0.0005,0.0,0.0005,0.0,200000,0,45393.69338303821,0,37.16225749559083,0,642.0326977200253,3906.079692517941,812.3814163808805,5272.7993708938775,hard,5.0
40,2,0.01,1.0,1000000,4.0e6,0.0,0.0,0.001,0.0,0.001,0.0,200000,0,0,0,0,0,353.64525483499995,1417.4988330517638,663.6099055463487,2908.06241670972,hard,5.0
