L,d,J,Jprop,NX,NY,rR_random,rH_random,rR_hosthost,rH_phagephage,rH_phagehost,rH_3body,GenePersisentTime,mean_establish_size,persTimeHost,persTimePhage,gapTimeHost,gapTimePhage,theta_GH,theta_GP,theta_gH,theta_gP,constraint,soft_threshold
30,2,0.002,2.8,1000000,1.0e6,0.0001,0.0001,0.0,0.0,0.0,0.0,300000,4181.179345969946,11034.021600566572,3517.8888367129134,820.7742938907553,1017.5752066115703,2662.242515595709,7161.75432802276,2501.0838626939976,6730.538978788564,hard,5.0
30,2,0.002,2.4,1000000,1.0e6,0.0005,0.0005,0.0,0.0,0.0,0.0,300000,3029.5,0,54408.75,0,0,674.70937931844,1582.953681283138,629.2526190246966,1472.3621052124593,hard,5.0
30,2,0.002,1.3,1000000,1.0e6,0.001,0.001,0.0,0.0,0.0,0.0,300000,0,0,0,0,0,453.2072160058017,563.5998888466908,422.8645624604218,527.8614677342487,hard,5.0
30,2,0.002,1.9,1000000,1.0e6,0.0,0.0,0.0005,0.0,0.0005,0.0,300000,1681.620253164557,99710.33333333333,82024.83544303797,0,19.785714285714285,837.8469785843462,1570.7463944876704,1382.3850728285256,2877.1907052198853,hard,5.0
30,2,0.002,2.1,1000000,1.0e6,0.0,0.0,0.0001,0.0,0.0001,0.0,300000,4722.754866444477,8166.319379705988,3915.4314142194744,1011.0912228336908,1200.192214712122,3431.1840147180064,7081.006426530047,3419.617719039852,7392.239462657006,hard,5.0
30,2,0.002,1.1,1000000,1.0e6,0.0,0.0,0.001,0.0,0.001,0.0,300000,0,0,0,0,0,563.4880137621071,631.6961244830761,1272.924894007134,1722.6178696333557,hard,5.0
30,2,0.002,1.6,1000000,1.0e6,0.0,0.0,0.001,0.0,0.001,0.0,300000,0,0,0,0,0,492.6673472943702,765.1882925475519,1112.8209185145608,2049.3412669973786,hard,5.0
30,2,0.002,1.3,1000000,1.0e6,0.0,0.0,5.0e-5,0.0,5.0e-5,0.0,300000,10346.648413784893,4392.751801860831,3640.903642423521,2539.3999460443783,2690.2983442292416,8957.914516419298,11900.26687146067,8690.466240157539,12068.005505463818,hard,5.0
30,2,0.002,1.9,1000000,1.0e6,0.0005,0.0005,0.0,0.0,0.0,0.0,300000,2434.8,0,58812.0,0,0,740.6300498706065,1377.7773762552147,680.1197519488428,1261.4346596087487,hard,5.0
30,2,0.002,1.4,1000000,1.0e6,5.0e-5,5.0e-5,0.0,0.0,0.0,0.0,300000,9580.065917392527,4574.862764039155,3535.39197842939,2238.6887298747765,2448.0403063280937,8148.0337518814495,11587.709646848594,7916.03341412064,11254.303873002917,hard,5.0
30,2,0.002,2.6,1000000,1.0e6,0.0001,0.0001,0.0,0.0,0.0,0.0,300000,4198.448353690918,10458.15052311846,3670.502168141593,816.6130825644665,1025.261087299797,2768.727538786216,6958.660098514167,2588.8664296588663,6529.582143112641,hard,5.0
30,2,0.002,1.7,1000000,1.0e6,5.0e-5,5.0e-5,0.0,0.0,0.0,0.0,300000,8911.424396634253,4692.260158982512,3114.8298987252483,2016.4964682799216,2259.528899649701,7191.733466147109,12263.82965926389,6896.802624505583,11726.151517037217,hard,5.0
30,2,0.002,2.0,1000000,1.0e6,0.0001,0.0001,0.0,0.0,0.0,0.0,300000,4493.064514481279,8712.88470191226,4301.790694111038,866.2378579106811,1101.3250104471374,3307.108570624031,6525.624863227185,3053.941266479378,6078.807729973923,hard,5.0
30,2,0.002,0.6,1000000,1.0e6,5.0e-5,5.0e-5,0.0,0.0,0.0,0.0,300000,12371.200459066564,5029.138578724141,6649.967873776257,4128.433441266415,3330.3403727939717,12741.267114446156,7686.422486641864,12520.652219535918,7555.442234065639,hard,5.0
30,2,0.002,1.9,1000000,1.0e6,0.0,0.0,0.001,0.0,0.001,0.0,300000,0,0,0,0,0,453.87044302181255,826.0997291792253,956.499414721562,2060.6445551454635,hard,5.0
30,2,0.002,1.5,1000000,1.0e6,0.0,0.0,0.0005,0.0,0.0005,0.0,300000,1336.7948717948718,61991.4,73620.8717948718,8.5,16.25,930.297799364908,1393.5646454445468,1580.2954458980846,2688.833506368386,hard,5.0
30,2,0.002,1.4,1000000,1.0e6,0.0,0.0,0.0001,0.0,0.0001,0.0,300000,5153.539791755465,6890.104524180967,5090.161117536064,1191.5061768268067,1309.0715893460047,4370.8238350043985,6150.768915441998,4367.153014963314,6495.80995324234,hard,5.0
30,2,0.002,0.8,1000000,1.0e6,0.0,0.0,5.0e-5,0.0,5.0e-5,0.0,300000,11730.893542757418,4562.276436868306,5182.459838403041,3436.040474148015,3184.320863073263,11434.979516018859,9367.66675280791,11238.292233169157,9548.421551887608,hard,5.0
30,2,0.002,1.0,1000000,1.0e6,0.0,0.0,0.001,0.0,0.001,0.0,300000,0,0,0,0,0,593.0464005539451,612.6693104483139,1392.7507264706612,1752.9590691485325,hard,5.0
