L,d,J,Jprop,NX,NY,rR_random,rH_random,rR_hosthost,rH_phagephage,rH_phagehost,rH_3body,GenePersisentTime,mean_establish_size,persTimeHost,persTimePhage,gapTimeHost,gapTimePhage,theta_GH,theta_GP,theta_gH,theta_gP,theta_GH_rel,theta_GP_rel,theta_gH_rel,theta_gP_rel
30.0,2.0,1.0,1.0,1.0e7,1.0e7,0.0,0.0,9.6e-6,0.0,9.6e-6,0.0,200000.0,56955.36728697355,11608.174073164744,11695.6736043095,1207.9277869302582,1182.3756150902132,53997.65501237084,54735.09351244981,49800.80501499617,50886.418716914864,2.3071521752691786,2.3443144514196383,0.07470097497500305,0.07632941440835049
30.0,2.0,1.0,1.0,1.0e7,1.0e7,0.0,0.0,1.02e-5,0.0,1.02e-5,0.0,200000.0,54191.452625570775,12960.493741307371,13300.551655251142,1069.8394321766561,1074.1433214169647,49573.69501416479,50155.164146010364,44795.57789980005,45863.538341098094,2.1278835108108374,2.1571790838176894,0.06719322237227059,0.06879517559866272
30.0,2.0,1.0,1.0,1.0e7,1.0e7,0.0,0.0,1.08e-5,0.0,1.08e-5,0.0,200000.0,52743.67301494286,13328.172002328289,13473.766774099033,1051.405172413793,1029.1748579070545,49095.643155593374,49684.444566087965,44497.19771341037,45466.357653154584,2.1109986027557968,2.139918772928844,0.06674569173728177,0.06819940432153863
30.0,2.0,1.0,1.0,1.0e7,1.0e7,0.0,0.0,1.14e-5,0.0,1.14e-5,0.0,200000.0,50025.721867652,14185.672142138787,14398.944910984212,974.398753894081,959.1241702459977,45871.653118082344,46409.9325277806,40203.589391673,41122.585526194496,1.9772216732109833,2.003091155055732,0.0603052592368848,0.061683711197099554
30.0,2.0,1.0,1.0,1.0e7,1.0e7,0.0,0.0,1.2e-5,0.0,1.2e-5,0.0,200000.0,48049.785529715766,15441.53073242547,15534.42008121078,925.4800347222222,903.7392250761864,44246.4196442081,44766.78071281418,40708.75339806273,41385.045294301744,1.9108288888602722,1.935378413439399,0.06106310363710564,0.06207734671636513
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,6.0e-7,0.0,6.0e-7,0.0,33571.0,691051.7125,1706.8201160541587,1487.2578125,3363.2236842105262,3772.390728476821,266489.9335678156,379755.3065884925,264446.9576417027,371788.830985554,8.398953538912085,12.127796582931243,0.39661796062022225,0.5576045176791748
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,1.2e-6,0.0,1.2e-6,0.0,91859.0,442960.0283491789,1760.2483197093552,1569.866724286949,3287.7357001972387,3315.335140186916,361653.72039271507,476633.81324920733,384178.57221813983,502782.0177572257,8.331996345475615,10.844378008158563,0.5761567849088278,0.7540145175297835
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,1.8e-6,0.0,1.8e-6,0.0,200000.0,297167.8263380824,1917.2510123766613,1770.4720831728919,2299.5741022341795,2313.82630748422,271474.11577832774,330801.10551323276,280889.48102996603,341181.9014415066,6.877485612390331,8.308004748628049,0.42127269081020496,0.511697675460115
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,2.4e-6,0.0,2.4e-6,0.0,200000.0,224513.30996963562,2047.0173284071395,1934.0913461538462,1746.013683313811,1766.3107373868047,207009.2939798298,238880.23582048967,213099.6495503779,244547.3124454465,6.098398571896639,7.038177603285883,0.3196159715498245,0.3667824223072776
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,3.0e-6,0.0,3.0e-6,0.0,200000.0,180957.6525853329,2215.007191055509,2130.694298266789,1413.952385745923,1426.3394812111649,170333.85042881136,191233.72831740827,171712.99339813256,192411.9921755176,5.525310707797444,6.213695356156814,0.25754835357651956,0.28859267865489596
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,3.6e-6,0.0,3.6e-6,0.0,200000.0,152448.82994579946,2436.4335560504824,2348.940433562373,1191.7852807283764,1198.5418417280412,146567.20160241736,162638.14726923473,145039.26234107185,161159.29046326622,5.100202029349197,5.682389054343944,0.2175436858598071,0.24172134682345897
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,4.2e-6,0.0,4.2e-6,0.0,200000.0,134301.4441027143,2555.6496186630775,2479.437316930287,1053.766483236523,1056.9904733403162,131589.98834858785,143874.98492027825,127699.81170936784,139663.32637710226,4.7735767287152955,5.243934163757444,0.19153770342122045,0.2094812857524398
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,4.8e-6,0.0,4.8e-6,0.0,200000.0,114739.83141646489,2791.0707869205894,2719.1099677159,889.4429276488502,892.2242508638919,114727.66674556087,124008.63115945426,110966.25737442056,120373.41628144501,4.357572381357762,4.733759140462868,0.16644046953708957,0.1805501564231741
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,5.4e-6,0.0,5.4e-6,0.0,200000.0,103084.42011956297,2906.21815626464,2863.7738095238096,795.1606838517256,793.6391480837156,106104.4011563842,113789.6816697497,101207.57803265315,108917.3408094552,4.130125732485374,4.455149652051333,0.15180399286732646,0.1633677910668242
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,6.0e-6,0.0,6.0e-6,0.0,200000.0,94112.30069130695,3163.7155682067,3132.563660116488,716.5337296024225,721.4166480820696,97850.37575533245,104243.39155543222,93533.11091196706,99927.15941359854,3.8966497740239197,4.1703882982039,0.14029308204450902,0.14988374840967564
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,6.6e-6,0.0,6.6e-6,0.0,200000.0,85521.71271137026,3439.0821397252266,3424.061282798834,642.9913617276545,644.9440023930601,89629.66856858724,95070.78225183295,85191.00987251474,90487.14421789144,3.634969407467102,3.875100943414115,0.12778113870875354,0.13572502761658095
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,7.2e-6,0.0,7.2e-6,0.0,200000.0,78604.04888694893,3711.285061929188,3695.5013406497474,582.4979101022442,582.691129342392,83549.88565744186,88263.58875825719,78071.09616737229,82765.65069922814,3.4370894061048163,3.6458600832567343,0.11710210958683558,0.1241434506946329
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,7.8e-6,0.0,7.8e-6,0.0,200000.0,73535.72959082822,3999.2261329502417,4025.615273110628,532.590026211439,537.1065662732329,79517.59062589485,83705.08822277139,73385.51828243924,77323.39247867026,3.302872670264218,3.489727895893345,0.11007427885637051,0.11598063097096864
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,8.4e-6,0.0,8.4e-6,0.0,200000.0,68952.37688721908,4193.308464253581,4205.812356501774,500.403453689168,495.67649591046063,75685.9060303928,79522.16636568021,69679.36414340793,73326.81310991154,3.166179255323241,3.3384499614104817,0.10451543461235975,0.10998628767601075
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,9.0e-6,0.0,9.0e-6,0.0,200000.0,63542.9707995365,4695.423421354764,4720.21212823484,453.3216152019002,450.9796163069544,70421.63334456447,73675.536446567,65277.54469776842,68455.63733494133,2.9720999557342216,3.1193387842085474,0.09791309847810668,0.10268008378363774
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,9.6e-6,0.0,9.6e-6,0.0,200000.0,60172.6939055794,5128.037185929648,5261.6409750236035,420.39774011299437,416.15183666191155,66593.54478730526,69533.16554530636,60423.6709480197,63342.15989302338,2.827176641138362,2.959884268206404,0.09063254947977946,0.0950101491897481
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,1.02e-5,0.0,1.02e-5,0.0,200000.0,57258.88765865514,5353.839671755051,5457.921505085967,383.3343732795008,380.22625070264195,64544.95556959517,67258.95971166842,58954.96750331863,61613.67781550979,2.751020558763988,2.8736794110148143,0.08842972619741983,0.0924177568126507
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,1.08e-5,0.0,1.08e-5,0.0,200000.0,53755.586856800954,6047.350375646404,6144.657658556043,358.6086602139582,355.62893475088595,61085.81068674261,63525.096579090605,56163.06618761624,58601.80720352349,2.613594343320456,2.723375776199088,0.08424219130767503,0.08790027763817898
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,1.14e-5,0.0,1.14e-5,0.0,200000.0,51785.89737337914,6375.9317842677465,6584.389449185415,342.0553258075333,341.4948765719609,58376.98829338125,60593.273029510674,53166.29059494795,55286.59144455359,2.5040091862825054,2.604299890533778,0.07974723413588677,0.08292765756787944
30.0,2.0,3.0,1.0,1.0e7,1.0e7,0.0,0.0,1.2e-5,0.0,1.2e-5,0.0,200000.0,49084.454768626485,7075.342660659237,7322.307106910519,316.47680960120016,310.2929201244813,56202.26801770872,58254.46855072283,51398.47736885694,53507.10818636216,2.4174805950181812,2.51019163528248,0.07709580688714418,0.08025855073580003
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,6.0e-7,0.0,6.0e-7,0.0,22712.0,713490.1325301204,1362.0767123287671,998.8003442340791,2028.375,2367.830434782609,382674.5334610509,766577.1266525321,381345.17057350144,766172.1621541022,11.927693442898864,23.867623600884038,0.571814022420361,1.1464822211016301
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,1.2e-6,0.0,1.2e-6,0.0,41413.0,428031.05057618435,1240.6774891774892,988.32416,2096.806589644844,2102.3762081784384,308649.7495415901,549881.7320902164,313531.91997373564,557359.9934157411,8.495865235366482,14.663598620326296,0.47010008751043686,0.8356579400748319
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,1.8e-6,0.0,1.8e-6,0.0,200000.0,304817.1957296559,1295.6612989039832,1108.1713134139436,1484.9573456300886,1511.7099641722436,295506.1160470344,437967.6888195442,309275.2028750796,449704.9694122973,7.240039356389211,10.240309133497364,0.46370914341243197,0.6742424589099966
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,2.4e-6,0.0,2.4e-6,0.0,200000.0,229067.28850019502,1353.3783015291292,1215.293480543638,1102.4029214850882,1122.490758754864,221557.2812961272,290773.8306069153,228967.34144805506,297358.7752963126,6.344505885833656,8.143495922265803,0.3433414782645472,0.44588925068021723
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,3.0e-6,0.0,3.0e-6,0.0,200000.0,185381.1615065614,1424.425605639693,1300.5397375447367,890.9685551722051,903.9387132955624,184864.04862745007,229526.53677129326,186445.170446161,230471.07698813625,5.826353395255833,7.142921511110752,0.27959511876281706,0.3456132532167369
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,3.6e-6,0.0,3.6e-6,0.0,200000.0,156787.98680804876,1495.4806647398843,1399.339038713089,748.4849114590955,762.5246224926752,160988.20628801346,193256.33732470544,159952.17943494773,191293.4451298562,5.426031936439895,6.481475612246313,0.23987424471543203,0.2868747872622809
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,4.2e-6,0.0,4.2e-6,0.0,200000.0,138307.5575647483,1565.7710839913855,1465.8528610354224,656.0638266938064,665.3743662599587,146764.73074016106,172544.04617851574,144801.45771852287,169738.3173995405,5.174657756095799,6.066067255317438,0.21715873520585532,0.25455459294808747
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,4.8e-6,0.0,4.8e-6,0.0,200000.0,119381.14709166015,1658.7189051853563,1577.2918108741767,564.4182626238999,571.704969909304,131372.07291211872,150781.16369002467,126670.7359079051,145559.0051743173,4.84310093426972,5.561663769769247,0.18997264152589338,0.21829840914774298
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,5.4e-6,0.0,5.4e-6,0.0,200000.0,105579.55358946974,1782.7735429334125,1717.3100770718472,497.0542668269231,501.6190364826941,119041.6896424365,134778.10654174347,114544.93602514401,129543.5282334949,4.534636853484474,5.144889316775783,0.17178980010829265,0.19428371441524067
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,6.0e-6,0.0,6.0e-6,0.0,200000.0,96449.99371367572,1876.5316286555924,1819.2980963112323,447.83504647011756,451.82865210730273,111640.52902180757,125236.72157353703,107598.1558163627,120490.86169993816,4.349347997860147,4.893293748286409,0.16137279920908032,0.18070884400753282
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,6.6e-6,0.0,6.6e-6,0.0,200000.0,88063.53460657463,2011.2166671953812,1952.4989785179223,403.7084727225939,404.52674845470807,104140.80776194071,115803.25217061026,98541.17337619192,109780.75259050966,4.1405513359925825,4.620057390171751,0.14779164353635618,0.16464782716909515
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,7.2e-6,0.0,7.2e-6,0.0,200000.0,81255.12524211286,2167.159095443964,2133.476313975247,368.4174793318711,371.3552254712582,97903.14798504632,107956.41727812492,92733.97716601969,102635.83080883528,3.9525649554119027,4.375097537411856,0.1390831153518606,0.1539331955614117
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,7.8e-6,0.0,7.8e-6,0.0,200000.0,75235.28198543638,2329.489062115945,2332.912160973722,337.5357652260733,339.07127036296083,92321.94465305403,101145.81095802171,86468.4938204755,95003.44926868335,3.777587729284138,4.155377629048455,0.12968676329913997,0.14248754347995987
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,8.4e-6,0.0,8.4e-6,0.0,200000.0,71804.98651840547,2451.227198549411,2452.6784403503034,314.5240235814296,315.4834219465367,89616.1838111275,97895.79130700634,83840.03879886598,91711.60656336298,3.6956659605994657,4.054038633654184,0.1257451310574388,0.13755080572714096
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,9.0e-6,0.0,9.0e-6,0.0,200000.0,66372.73899346302,2639.0978690127076,2659.8612664408915,286.1348846459825,287.7202211627068,84866.23147013124,92164.69975769057,78416.29530644021,85264.71210583711,3.5361294616827643,3.853944763511822,0.1176113969046287,0.12788261206299636
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,9.6e-6,0.0,9.6e-6,0.0,200000.0,61955.54071262914,2835.32131147541,2877.5771452667086,266.04991546914624,264.60790378006874,80880.54120486828,87593.16904444293,74205.7763039551,80617.9972864356,3.3933536038422787,3.689637910542248,0.1112968717903272,0.12091397530236873
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,1.02e-5,0.0,1.02e-5,0.0,200000.0,59541.88232044199,3068.4098886414254,3177.854143646409,247.7343175107881,247.25651867512332,77459.19709987257,83573.62087709123,71393.58915004498,77280.69505914798,3.268634736424536,3.5395565302729355,0.10707958525082771,0.11590903566540357
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,1.08e-5,0.0,1.08e-5,0.0,200000.0,56854.693393897505,3282.375680580762,3392.7917942134886,232.7273569721504,230.20611534386194,74485.2585939494,80147.42505144348,67901.31063363802,73236.95000903965,3.1582009370432687,3.409543148179846,0.10184202828974043,0.10984459517995447
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,1.14e-5,0.0,1.14e-5,0.0,200000.0,55023.500156380316,3437.842128868291,3600.7203919933277,219.549511002445,218.16390207477733,73049.54876115933,78404.64570071961,66956.25195252958,72018.76532712507,3.106373516997518,3.345054591816177,0.10042505185881065,0.10801780245230147
30.0,2.0,5.0,1.0,1.0e7,1.0e7,0.0,0.0,1.2e-5,0.0,1.2e-5,0.0,200000.0,51724.49968088193,3788.078750549934,4000.968552364375,202.51146543467237,201.61714285714285,69896.34529808552,74757.92894200551,63378.011312121525,68040.99733876408,2.9855181722895505,3.2022469843992187,0.09505836888677617,0.10205218861847443
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,6.0e-8,0.0,6.0e-8,0.0,200000.0,7.296976727923628e6,5309.374670184697,5298.510739856802,11939.164251207729,12754.32627118644,946258.5624411089,1.022630987508833e6,904893.657518603,984722.4982230477,3.7113284079312865,4.041702933245848,0.13573334819233898,0.14770760325261048
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,1.2e-7,0.0,1.2e-7,0.0,200000.0,3.940474523809524e6,5413.515873015873,5433.952380952381,8856.337552742616,8772.868913857677,464450.9458218589,481743.9307821334,441391.43556118326,455599.8194006538,1.9169137262192801,1.9961571911334006,0.06620855088621147,0.06833978409661168
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,1.8e-7,0.0,1.8e-7,0.0,200000.0,2.445433688057041e6,5667.543278084715,5571.919786096257,5472.414392059553,5607.224880382775,382454.452494038,393721.6256673233,362733.5284099352,373424.128626489,1.602604651379007,1.6531098380016311,0.05440990380126778,0.056013509214589835
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,2.4e-7,0.0,2.4e-7,0.0,200000.0,2.0768571723577236e6,6189.006779661017,5948.7430894308945,4872.913439635536,4649.426406926407,358972.353788773,365577.7416652708,346481.67984274565,353477.0719843426,1.5150009632386938,1.545363451256578,0.05197215910521746,0.05302144231842385
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,3.0e-7,0.0,3.0e-7,0.0,200000.0,1.7158466416510318e6,6400.194444444444,6350.296435272045,3731.521951219512,3847.1047381546136,302017.8215087983,307021.0818156217,293689.4654650561,298612.49661628547,1.2887699972540627,1.3117531211374813,0.04405334345865308,0.044791804358444806
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,3.6e-7,0.0,3.6e-7,0.0,200000.0,1.418852577253219e6,6385.015053763441,6408.7918454935625,3453.4696132596687,3364.144414168937,245384.7803000132,249082.57320051486,227456.1557913588,230790.28054944042,1.053741750639689,1.0704333115814955,0.03411838333150002,0.0346185011953642
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,4.2e-7,0.0,4.2e-7,0.0,200000.0,1.195441334038055e6,6697.231441048035,6627.00845665962,2676.974063400576,2659.8944444444446,245027.3845270883,247568.9812289871,230105.21818156313,233519.17198221796,1.0553132168310222,1.0668960042906799,0.03451576110098292,0.03502783547527168
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,4.8e-7,0.0,4.8e-7,0.0,200000.0,1.0832366414634145e6,7171.753731343284,6920.753658536585,2500.9834437086092,2351.314935064935,228543.49695101625,230998.48226267952,213388.98986723024,215960.37210879367,0.9870611749469709,0.9981130542176364,0.03200830787596843,0.03239401636515966
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,5.4e-7,0.0,5.4e-7,0.0,200000.0,971808.2455621301,7870.203592814371,7791.647928994083,2222.6987951807228,2045.8,211056.6977656379,213001.83894776652,202221.13380660783,204644.0271102482,0.9135300807328922,0.9224298001819901,0.030333146163269556,0.030696549001354403
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,6.0e-7,0.0,6.0e-7,0.0,200000.0,867451.1943462897,7565.238907849829,7984.328621908127,1890.9530516431926,1981.766169154229,196312.9837385901,197688.2243365208,182268.94852016316,183325.38367561318,0.8509267550082151,0.8571404311691864,0.02734030815466456,0.0274987716612201
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,6.6e-7,0.0,6.6e-7,0.0,200000.0,806295.3550724637,7982.699646643109,8704.811594202898,1850.8168316831684,1805.7333333333333,192610.22174973256,194034.8335885498,178819.4769995234,180267.49137714625,0.8354566722546674,0.8419136893460382,0.026822895063833254,0.027040104152059912
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,7.2e-7,0.0,7.2e-7,0.0,200000.0,780074.4125874126,8083.398648648648,8678.40909090909,1633.3333333333333,1645.2549019607843,202930.3179661458,204440.11468301906,194255.88386918034,196133.85692136647,0.8806158577241364,0.8872920205117959,0.029138336751421783,0.02942005752830469
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,7.8e-7,0.0,7.8e-7,0.0,200000.0,682726.6666666666,9227.294326241135,9299.925170068027,1415.927536231884,1363.3627906976744,190985.81784019087,192314.92122058428,183858.52776158083,184893.7492187552,0.829078608322758,0.8349382493034442,0.027578752216158433,0.027734048436562568
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,8.4e-7,0.0,8.4e-7,0.0,200000.0,624749.7658536586,10062.248847926267,10250.136585365854,1419.4900662251655,1340.6713286713286,180957.90393246675,182316.62524866543,184137.90108104172,185546.30131208702,0.7860016468096018,0.7921081256818128,0.027620663840514002,0.027831916217107257
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,9.0e-7,0.0,9.0e-7,0.0,200000.0,594038.0517928287,9608.258064516129,9965.358565737051,1237.2447916666667,1263.6954022988505,194807.6587040885,195969.4614517889,183253.01167688912,184548.22607691848,0.8461496702805009,0.851283335314571,0.027487923281355978,0.027682235365534495
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,9.6e-7,0.0,9.6e-7,0.0,200000.0,618867.3495145631,9842.179723502304,10108.85436893204,1232.94,1289.758865248227,183974.43825264185,184823.39217745556,173020.2851969737,174276.21783177918,0.7994005368402705,0.8032139092495716,0.025953018061615166,0.026141402192665607
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,1.02e-6,0.0,1.02e-6,0.0,200000.0,521335.30046948354,10543.586046511628,10550.389671361503,1053.8175675675675,1051.9583333333333,183600.00508135074,184657.20738865374,176999.39986807332,178360.10611453885,0.797924125619924,0.8025846885080589,0.026549877699858705,0.026753976100874387
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,1.08e-6,0.0,1.08e-6,0.0,200000.0,495504.47586206894,9367.228187919463,10089.227586206896,1117.8333333333333,1135.1739130434783,175703.95257139482,176754.83103795064,167296.95369277624,168026.48804326658,0.7638594551999915,0.7684625762978237,0.025094518979199586,0.02520394295131287
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,1.14e-6,0.0,1.14e-6,0.0,200000.0,533596.2142857143,10940.705479452055,11529.557142857142,889.2842105263157,919.1279069767442,173879.94680404864,174857.67796146072,159108.51393514947,160199.5362027198,0.7560006272310589,0.7603278403613694,0.023866259470487712,0.024029911301997296
30.0,2.0,1.0,1.0,1.0e8,1.0e8,0.0,0.0,1.2e-6,0.0,1.2e-6,0.0,200000.0,513274.7826086957,11023.404255319148,11767.597826086956,756.5483870967741,873.859649122807,154088.8670970225,154866.89461681963,141424.99771508432,141687.3314633112,0.6700729151859617,0.673503433146096,0.021213744617604977,0.021253084181290217
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,6.0e-8,0.0,6.0e-8,0.0,85875.0,8.154114901408451e6,2117.773770491803,1848.7089201877934,4389.854838709677,5070.122905027933,1.2689088978132145e6,1.8140378500510918e6,1.2125580998843017e6,1.7495689463660668e6,4.971823823410573,7.164235608651861,0.18187342975089904,0.2624196697970892
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,1.2e-7,0.0,1.2e-7,0.0,182537.0,4.7298523489668295e6,2258.809461993365,1947.2214518760195,3675.16189596799,3675.4489235659585,3.149906162916269e6,4.2932930356652355e6,3.295069528144803e6,4.473029727806916e6,9.161361560483833,12.30916312694193,0.4941798167645601,0.6707630901162176
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,1.8e-7,0.0,1.8e-7,0.0,200000.0,2.943650339220291e6,2484.2203656379006,2256.8177719331206,2313.0512372933567,2331.5017138380176,2.004720980784809e6,2.4080698203316755e6,2.0394539744274656e6,2.4349740448197145e6,6.551235400534095,7.8108742809101255,0.30588732674371777,0.365208241196376
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,2.4e-7,0.0,2.4e-7,0.0,200000.0,2.3110124512834665e6,2641.3186443932414,2454.4244180697397,1845.734495541529,1850.559229442208,1.5844181321271118e6,1.8287692867452072e6,1.5543574224843066e6,1.792475452916467e6,5.578741958422036,6.420954301842425,0.23313534253836626,0.2688496380540487
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,3.0e-7,0.0,3.0e-7,0.0,200000.0,1.8234446799138782e6,2845.8192436040044,2707.546783888042,1452.3970446204366,1460.8663306263418,1.3258081448057415e6,1.491830693599808e6,1.3092151961898748e6,1.4771848450347376e6,4.940124216970999,5.56643242356671,0.19636958606167368,0.2215631803098007
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,3.6e-7,0.0,3.6e-7,0.0,200000.0,1.5462201013934726e6,2995.4824792765635,2877.4639713971396,1213.339161182595,1223.6083261720614,1.1502064869014951e6,1.2714875397663596e6,1.140381600826921e6,1.2585626448448382e6,4.451686516925368,4.928610950124575,0.17104772066202936,0.18877370718249048
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,4.2e-7,0.0,4.2e-7,0.0,200000.0,1.3352487662049863e6,3283.442101263418,3146.6788550323176,1047.9597701149426,1060.100048100048,1.0608861526101916e6,1.1596380028067448e6,1.0469862817111032e6,1.1449747205610692e6,4.203217004471401,4.603687410772491,0.15703994849348865,0.1717373440032377
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,4.8e-7,0.0,4.8e-7,0.0,200000.0,1.2048363126676602e6,3353.8634749974644,3281.5744659711872,940.2627334465195,947.7834890965732,962972.7976685449,1.0408435952173488e6,926853.7865375566,1.0021690026327485e6,3.8911448934014965,4.216906695939232,0.13902178697731735,0.15031838555262678
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,5.4e-7,0.0,5.4e-7,0.0,200000.0,1.0537785368740833e6,3520.5885599066114,3447.2423004399748,828.9696363029697,832.4230853631775,889993.5077796737,954659.2770642139,860455.9341944606,921740.0858236367,3.654919475068752,3.9315581081152797,0.1290629891739807,0.13825515545242728
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,6.0e-7,0.0,6.0e-7,0.0,200000.0,958581.6349206349,3750.1896218306833,3706.0742516245873,731.2883055430374,735.7738945958017,862938.8194325991,920960.1043431745,820381.1188018691,876566.3991982728,3.580956422117335,3.8310819884608986,0.12305219852776146,0.131479546538668
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,6.6e-7,0.0,6.6e-7,0.0,200000.0,876720.1025095227,4048.1012715712986,3946.8002464709834,665.6893134328358,669.0231901118304,822793.0311254794,874790.919647893,787529.8747002734,837854.7057057509,3.442937340153398,3.6698870211068764,0.11812489271654157,0.12567328957734852
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,7.2e-7,0.0,7.2e-7,0.0,200000.0,799542.0312026276,4429.687579053883,4417.951616978272,610.2602061303708,606.0532014436573,760300.4013990246,805980.4428730449,711949.3462626429,753032.4381759845,3.209319483480457,3.4110158642836845,0.10678855952727576,0.11295074764054336
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,7.8e-7,0.0,7.8e-7,0.0,200000.0,736290.7131432993,4510.299255073209,4548.103314845866,552.5333061446438,548.286084937867,748128.708949391,789865.7069690767,697166.4192397209,738268.5720654113,3.1724221584263104,3.357559950496193,0.10457129239538608,0.11073641557366229
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,8.4e-7,0.0,8.4e-7,0.0,200000.0,701525.453738184,4772.1193340794625,4856.681753079347,496.00148875986304,504.1706870229008,713801.8575203073,751433.4788566668,667234.6133352851,703424.6303902859,3.0429285906499692,3.2088412996777933,0.10008179987250643,0.10551014791838746
30.0,2.0,3.0,1.0,1.0e8,1.0e8,0.0,0.0,9.0e-7,0.0,9.0e-7,0.0,200000.0,649422.1286532088,5154.222681630242,5189.973937933112,476.57539432176657,474.8741337630943,700293.8614839283,735810.545509953,646980.4151007574,679858.7562238512,2.9936055432612885,3.1512816200991827,0.09704396931436383,0.10197542350235758
